song_id,title,release,artist_name,year
SOIONBA12A6D4FBC56,"Oh! Sweet Nuthin' (Early Version)","Loaded: The Fully Loaded Edition","The Velvet Underground",1997
SOSLSVS12AB017E49C,"Britomart Sunset","Promises_ Promises","Die! Die! Die!",2007
SOFXLMM12A8C1375F1,Glasnost,"Klovn Uten Scene","Jahn Teigen",1988
SOUWRCF12AB0187106,"Method of Madness (feat. DJ Noize)","Etched In Stone",Freestyle,0
SOQUAWR12A8C140EE9,"Hello Summertime (Digital Re-Recording)","The Very Best Of Bobby Goldsboro_ Volume 1","Bobby Goldsboro",0
SOQUCUA12A8C13EE92,"Uh La La La","The Party",Alexia,1997
SOSOIVC12AB0187D72,"Ó há-de Maria_ Ó há-de tão bela","Raizes  Musicais de Terras e Gentes de Vinhais",Varios,0
SOQRZNB12AB0184CF6,"Live To Tell The Tale","Chunk of Change","Passion Pit",2007
SOFECZB12AB0181E7F,"Something's Coming On","The Best Of Blood_ Sweat & Tears: What Goes Up!","Blood_ Sweat & Tears",0
SOSHAZB12AB0180FE9,Quizas,"I Love Salsa","N'Klabe",0
SOJZNNL12A8C135BAF,Carousel,Watermelon,"Driver Eight",1996
SOCZONB12AB018BA85,"Goin' To Town","The Okeh Ellington","Duke Ellington",0
SOATFUX12A8C13B842,"Caspa Tropical","Fuego Gris","Luis Alberto Spinetta",1994
SOMLOUI12A8C135E32,"Same Ol' Situation (S.O.S.)","Live at the Whiskey: One Night Only","Vince Neil",0
SOCGMBZ12A8C137134,"A Song For You","My Corner Of The Sky","Cæcilie Norby",1996
SONIBQT12AB018BE37,Greenstuff,"Live In Poland","The Blues Band",0
SOSVGPS12A8C13D7C3,"Are We Brothers? (Album Version)",Dialog,"Paper Rival",2008
SOZSPLT12A58A7F421,"Knot Rocket",Sprung,"Andrew Duke",2002
SOZQJZS12A58A7787D,"1000 Words","Fire In The Temple",Jag,1992
SOGPNSP12A58A7B598,"Vosstanie Roda","Vo Slavu Velikim",Arkona,0
SOSORQG12A8C13D786,"Codeine_ Glue_ And You","Burn Out At The Hydrogen Bar",Chemlab,1993
SODCXKK12AB017F1F4,Cathedral,"I Often Dream of Trains in New York","Robyn Hitchcock",1984
SODBISU12A6D4F71A1,"Coptic Times (Live)","Youth Are Getting Restless","Bad Brains",0
SOARJQA12A8C13D504,"Silk Road","The Four Seasons",Kaddisfly,2007
SOBCXPF12AB018256C,Vabanque!,"The Front Of Luxury","Rhythm King And Her Friends",0
SOTQJWB12A8151CA09,"Someone To Lay Down Beside Me","Coffee House","Susan Egan",0
SOYXGBF12AB0189BF1,"Pipe Dreams","Come Hell Or High Water","The Flowers Of Hell",2009
SOHGXDB12A8C145BC5,Kalika,Abduction,"Eat Static",1993
SOKKGOA12A8AE48F85,"Put The Blame On Me",Savage,Eurythmics,1985
SOLTYZU12AB0189591,"Playboys Of The Southwestern World (Album Version)","The Dreamer","Blake Shelton",2003
SOJCGJJ12A8AE48B5D,"Jump (For My Love)","Get The Party Started: Essential Pop and Dance Anthems","The Pointer Sisters",1984
SOMNIZL12AB01875E7,"Toy Guns","Zombiezz EP","Kanji Kinetic",0
SOHTPCD12AB017ECDA,"Return of the Groove Lounge","Space Age Inventions 2.0","Wild Bunch",0
SODXLMO12A8C144ADB,"Selfish One (Interlude)","A Poem About Ms. Doss","Conya Doss",0
SOMGCAR12AB0187B9E,"Hey Darlin Do You Gamble?","1372 Overton Park",Lucero,0
SOSGOTE12AB018ABF0,"Catch Me When Im Falling","Catch Me When Im Falling","Supafly Inc.",0
SOPNFQY12A8C14045C,"So Old It's New","The Lawlessness Of The Ruling Classes","Andreas Mattsson",2006
SOHJHXE12A6D4F8824,"Thinking About My Life (2004 Digital Remaster)","Part Of My Past - The Simon Dupree & The Big Sound Anthology","Simon Dupree & The Big Sound",0
SOFAVBL12A8C139085,Surgery,"Wires & Wool","The Envy Corps",0
SOUIMGJ12A8C13E280,Circle,"Nomad Songs",Micatone,2005
SOMLRKP12A6D4FA0C4,"Ride The Jackhammer",Stereo,Sator,1995
SOYADTS12A6D4F93F4,"Fate Decides","Man Overboard","Bob Welch",0
SOZGYFE12A6D4FD854,"Ao Contrario Do Coração","De Surpresa","José Cid",0
SOLLXIG12AB01813EE,"Get Me Out","Barking Up The Wrong Tree","Camille Jones",2008
SORTWGJ12A58A7B40F,"Canned Heat","The Best Of The Early Years","Chet Atkins",1972
SOSWUNV12AB018C195,Tonight,"Ten Songs And Hey Hey","Jim Stärk",2002
SOEOHDA12AB0187FA4,Blink,"The Dom years","88 Fingers Louie",1993
SOHIKZZ12AB018A733,"Wish You Dead","An Ocean in the Air",LoveLikeFire,2007
SORFTBL12AB0183E98,"Thanks for the Add (feat. Renan Luce)","Les Affranchis","Alexis HK",2009
SOSNPQO12AB0188D31,"Gone But Not Forgotten","Opus Tertio - DJ Package 004","Lost Stories",0
SONWGXG12A8C1388FD,"Super Thick","Down South Affiliated / The Compilation Vol. 1",G.R.I.T.S.,0
SOCBUXL12AB018810A,"The Seagull and the Mule","Lord Melody 1962","Lord Melody",0
SOLIUBA12A58A780F9,"Blue Blue Heart",Birds,"Bic Runga",2005
SOZRURX12A8C143392,"Secrets And Lies","Paris sucks","Tracy Gang Pussy",2007
SOOODIR12AC4688A53,020700,Lowblow,Blamstrain,2007
SOCQZAL12AB01883D6,"Die Bestie",Hexenjagd,"Die Bandbreite",0
SOSFYOW12AB0184A7B,"Can You Hear Those Pioneers","Ridin' High","Rex Allen_ Jr.",0
SOPKZIN12A6D4F94A3,"50 Miles (Album Version)","For The Country",Dumptruck,1987
SOKVSFJ12AB018B7D8,Everafter,Everafter,Seek,0
SOWVBVN12A8C1440C3,Autoblast,"Black N Blue","Black N Blue",0
SOOBRXT12AB018730E,Control,Haunted,Poe,1998
SOYONPU12A81C202E4,"Nadie mas que yo (directo Las Ventas)","Lunas Rotas: De casa a las ventas",Rosana,0
SOMSZBM12A6D4F9D29,BECHOVICE,"Svata Pravda","DIVOKEJ BILL",0
SOFWBMO12A6D4F6DF7,"Girl_ You'll Be A Woman Soon","A Night At The Movies","David Essex",2000
SOZRRTC12AB018168F,"Mama Couldn't Be Persuaded","Warren Zevon [Collector's Edition]","Warren Zevon",1976
SOPMCOR12AB01899B8,Overture,"A Rossini Weekend","Orpheus Chamber Orchestra",0
SOVNXNP12A8C1333CF,"Lets Roll","Live at Bats","Fly My Pretties",2004
SOJDTSB12A6D4FB3C6,"Stuttering (Kiss Me Again)","Stuttering (Kiss Me Again)","Ben's Brother",0
SOWSCDT12A58A7950A,"Love Letters In The Sand","The Country Queen","Margo Smith",0
SOQOBOD12AAF3B2B5B,"I Am the Wench's Bane","Cluain Tarb","Mael Mórdha",2005
SOAOQSZ12AF72A339F,"Thank You For All","Some Experiments","Gigi DAgostino",2006
SOQNPGN12AB01822CF,"Tomorrow Night","Songs For Devon Sproule","Paul Curreri",0
SOVTPDN12A6D4F660F,Temptation,Endless,"Heaven 17",1982
SOOTQEQ12AAFF435A3,"Einen Augenblick","Clubber Lang","Massiv in Mensch",2006
SOQXHYA12A8C1344C5,"Damn I Wish I Was Your Lover","The Best Of Sophie B. Hawkins","Sophie B. Hawkins",1992
SODNAJB12AB0184482,Sakarpatia,"Berlin Wedding","Di Grine Kuzine",0
SOMDIDR12AC3DF4044,Raw,"Greatest Features","Jedi Mind Tricks",0
SOGAEEI12AB018B58C,"Empty Handed Masters (Instrumental)","Beatcollection Vol. 2","Roey Marquis II. feat. Schivv/ Pyranja/ Tatwaffe",0
SOQNCZM12A6D4F773A,"Venus Reprise","Venus Isle","Eric Johnson",0
SOOGFMM12AB01868F7,"Ease The Funk (Leslie Overdrive Live Version)","Loose Your Funky Self",BadboE,0
SOVBDCB12A8C13A2E2,"First Letter Home (From ""Song and Dance"")","Song And Dance","Bernadette Peters;John Mauceri",0
SOMNATH12A8C142EF0,"Here We Go","Trax Classix",Armando,1999
SODJDDX12AB017F675,"Feel The Ride","Super Amusement Machine For Your Exciting Heart",Counterfit,0
SOGCUMK12A8AE47BA0,"Slaves To Passion",Monosex,De/Vision,1998
SOKPWGZ12D02192E7B,"Historia Calamitatum","Appeal To Reason","Rise Against",2008
SOSEWZR12A8C14167C,Sacramento,"The Very Best Of Middle Of The Road","Middle Of The Road",1972
SOQUHYW12AB01887CE,"Salvation of MRT (Album Version)","Mark Whitfield","Mark Whitfield",0
SOODVDI12A8C13619F,"Sexual Healing","Crucial Reggae","Jimmy Riley",0
SOTBJPV12AB018BAD4,"Ray Keeps The Baby","Mother And Child","Edward Shearmur",2010
SONJIJH12AB017E473,"Your Love","The Lovers Rock Selection","Carroll Thompson",0
SOYQWAB12A6D4F9A3E,"No More Birthdays (Phil Spector Folk) / San Francisco Bay_ Early Morning 1849","Born To Please","Sound Team",2006
SOBOUPA12A6D4F81F1,"Sincerité Et Jalousie","Simple Et Funky","Alliance Ethnik",0
SOJKUWX12A6D4F533E,"First of Four (EP Version)","Hard to Find: Singles and Unreleased 2000-2005","The American Analog Set",2009
SOEEIEP12A8C13D68A,"The Sermon  (LP Version)","The Ritual",Testament,0
SOJHBQT12AB0184C73,"I Don't Wanna Play House","Stand By Your Man  The Musical","Helen Hobson",0
SOHSOJU12AB017F108,"Beta Losers","Early Days","Darren Hanlon",2000
SONMOUP12A8C1317DD,"Glasgow Girl","The Outsider","RODNEY CROWELL",2005
SOVMRCA12A8C13BF4D,"Amputee (Album Version)","Birth Is Pain",Ringworm,0
SOXOTCJ12AC468A986,"Like You Love","American Dreamsicle","John Wolfington",0
SOPGMNH12AB0182D4A,"Composition No. 350 (Part 4)","9 Compositions (Iridium) 2006","Anthony Braxton",0
SOBKVMH12A8C133F44,"The Quiz","I Was Definitely Made For These Times / The Quiz","Hello Saferide",2006
SOQEORG12AC468C2FC,"Second Skin","No One's Listening Anymore",Klute,2005
SOCIUSI12AB018DD03,Falling,"Time Bomb",Iration,0
SOGVOHA12AB018301D,"Lady Marmalade","Happy New Year!",LaBelle,1974
SOWJOZK12AB0182121,"Meu Jeito De Ser","Só Pra Contrariar","Só Pra Contrariar",1996
SOIUMEH12AB01813A5,"Try Me","Hurricane Relief: Come Together Now","James Brown",0
SOBXVHV12A58A7C0AB,"Frozen Blood (live) (Live)","Frozen Blood","Crispy Ambulance",0
SONCIEY12A8C1353C7,"I Dreamed A Dream","Les Misérables - 10th Anniversary Concert","Les Misérables - 10th Anniversary Concert",0
SOFCKAO12AC468BA95,"It's Wild","Jazz Foundations Vol. 31","Illinois Jacquet",1996
SOUHJQU12A8C13D4E5,"Getsemani (Oracion Del Huerto)","Jesucristo Superstar","Camilo Sesto",0
SOOLGWA12AB0183A11,Flashback,"A Stitch In Time","The Twilight Singers",2006
SOIYVEB12A8C13344A,"The Tracks Of My Tears","Silk N' Soul + Nitty Gritty","Gladys Knight & The Pips",2006
SOOHQXL12AB0181DB0,"Come_ Sing Me a Song","Come_ Sing Me a Song",Sing-Sing,0
SOTVDWN12A58A77545,"Pigs - Instrumental","None Shall Pass - Instrumentals And Accapellas","Aesop Rock",0
SOCRXAQ12A6D4FD93F,"Waiting 4 You",Resolution,"Harold B",0
SOXCOJB12A6D4F60A2,"Without Love / Lelo Ahava","At Gido's Party / Bamesibah Etzel Gido","Rami Kleinstein",0
SOIXYNB12AF72A86AF,"Three Evils (Embodied In Love And Shadow)","In Keeping Secrets Of Silent Earth: 3","Coheed and Cambria",2003
SOKEXSW12AAA15E75A,"Ain't No Way","Play Me: The Complete Uni Studio Recordings...Plus!","Neil Diamond",1969
SOCYCUW12A8C133625,"Empty Angel","Into The Vortex",Hammerhead,1994
SOFZPFK12AC3DF6D5C,"Seu Aconchego","Balaio de Amor","Elba Ramalho",0
SOAQFBF12AB0183C2C,"Johnny En Allemand","Illusion En Anglais","Marlene Dietrich",0
SOZXWGC12A6D4FA3A5,"Tonite and Today (What chu' talkin' 'bout)","Knife Play","XIU XIU",2002
SOTEEPQ12AB0181EAF,"Omen Sinistrum","Es Reiten Die Toten So Schnell","Sopor Aeternus & The Ensemble Of Shadows",1991
SOJTDZO12AB0180869,"The Mission - On Earth As It Is In Heaven","THE GREATEST CINEMA CHORAL CLASSICS","City of Prague Philharmonic and the Crouch End Festival Chorus",0
SOYHFFE12A8C13E513,"Running Away Blues","McCarthy Trenching","Mccarthy Trenching",2007
SOBELAC12A6D4FA03B,"Bundle Of Blues","Duke Ellington - Blue Feeling","Duke Ellington",0
SOXBMFU12A8AE4684E,"Most Anything You Want (LP Version)","Light and Heavy/The Best of...","Iron Butterfly",0
SOCBNTH12A81C2438F,"Everything I've Got In My Pocket","Everything I've Got In My Pocket","Minnie Driver",2004
SOBXPHR12A8AE481E9,"50-40 Hz Sine Sweep","dB Jams Volume 3","Bass Mekanik",0
SOFGZTL12AAF3B506A,"Red Star","The Jazz House Independent Vol. 6",Musetta,2007
SOLMCQO12A8C134369,Detox,"Automatic City","Controlling the Famous",2006
SOWJWIE12AB018BE28,"Sexual Healing (Oops Pt. 2) (Amended LP Version)","Southern Hummingbird",Tweet,2002
SODRVJU12A58A79B8B,"Only Time Will Tell","Viper's Freestyle Hit Parade Vol. 7",DMX,0
SOLAWFH12A58A7A552,"Nahin Jeena Remix","Simply Rich","Rishi Rich",0
SOEWWMV12AB0181325,"All I Ever Wanted",Heartland,"Michael Stanley Band",1980
SORPEDV12A67ADC90C,"How Can You Mistreat The One You Love (LP Version)","Stax/Volt - The Complete Singles 1959-1968 - Volume 8","Jeanne & The Darlings",0
SOJOBCM12AB017F347,Eres,"Viento A Favor","Alejandro Fernandez",2007
SOIUDOJ12A8C13D977,"People In The Way","Peddlin' Dreams","Maria McKee",2005
SOJPDWE12AC3DFB5F7,"Manuel's Mambo","Latin Connection","Cal Tjader",1956
SOJFZON12A8C13BD69,"Good Conversation","Big Smash","Wreckless Eric",0
SOMGYRM12A8C13642B,"Come On And Do It (The Funky Ride Version II)","One Of A Kind",Pandora,0
SOBVRXS12A6D4FC3F7,"Mushaboom (Postal Service Mix)","Open season",Feist,0
SORFOQD12A6D4F7776,"Beauty To My Eyes","The Best Of Voice Of The Beehive","Voice Of The Beehive",1991
SOXCURZ12A6D4F747C,"Come Together","Hispanic Causing Panic","Kid Frost",1990
SOAEUMD12A8C138CD0,"Noite Apressada (Live)","Camané Ao Vivo: Como Sempre...Como Dantes","Camané",0
SOJNPGB12AAF3B3105,"My Empress","Trust In Jah","Rod Taylor",0
SOKXNNR12AB01844AB,"Little Bird On My Shoulder","...The Size of Planets","Haley Bonar",2003
SOSUIMN12A8C13D1F5,"Quand Je Vois Tes Yeux",Casino,"Dany Brillant",1996
SOJBAXJ12AC3DF43B6,Fireball,"12 Song Program","Tony Sly",2010
SOTTCPZ12A8C13BFED,"The PJs","NY's Finest","Pete Rock",2008
SOLUXQK12A8C13E179,"Take This Job And Shove It","Country And Western - Volume 4","Johnny Paycheck",1977
SOFERUI12A8C134222,"Hot A Saucy_ Short And Grand","My Way Or The Highway","Guitar Shorty",0
SODEYBK12A6701E9E1,"Meet You There (Album Version)","No Pads_ No Helmets...Just Balls","Simple Plan",0
SONNSCJ12A8C1407CB,Pigswill,Onlyyouarenotsleeping,"Kotki Dwa",0
SOLLIMC12A8C1414E9,"Last Night","Little Walter's Juke","Little Walter",1954
SONDEVE12AB017F035,"JB?s Blues","I Heart Huckabees","I HEART HUCKABEES",0
SOZYZLE12A6701EB3D,"Soma City Ward","It's Five O'Clock Somewhere","Slash's Snakepit",1995
SOOCLOW12A58A7D2B2,"High Times 2000 -- Common Thievz featuring B-Dub &","VY2K -- In The Millenium",Venom,0
SOOXCVU12A8AE477D8,Hymn,Hymn,"Tina Cousins",2005
SOLVBHV12AC4687F2B,"Ny & Naken","Ny & Naken","Halvdan Sivertsen",1996
SONIHNA12A8C1351DB,Reflection,"We Three [RVG Remaster]","Roy Haynes",2006
SOQGAZW12AB0186A5F,"Amigo's Guitar","20 Of Her Best","Kitty Wells",1989
SOABPXM12A8AE48845,"A Business","One Way","Cocoa Tea",0
SOGQVZS12A8C13CE5E,"It's Not Over (Jump & Bump Edit)","It's Not Over",Paffendorf,0
SOOUGLP12A58A7C5DD,"Walrus_ Ape","Original Sin","John Lewis",0
SODJTIN12AC3DFA1C8,"I Woke Up This Morning","We Are America's Children","Ella Jenkins",0
SOIUMQU12A6D4FA9EA,"Love All Of Me",Lourds,Lourds,2006
SODMJRS12A58A7CE92,Sonatine,BTTB,"Ryuichi Sakamoto",0
SOFYNIH12A81C22D34,"Psycho Mad Circle","Judgement Time : ""From The Mouth Of The Judged...","Judge D",0
SOFEIQS12AB018ABF1,Harald,"Klabüster Klabuster","Gerhard Schöne",1998
SOEVWFA12A6D4F97EE,"Who No Know Go Know","Everything Scatter / Noise For Vendor Mouth","Fela Kuti",2001
SOFEJOA12A67021679,Dogma,"Portrait Of An American Family","Marilyn Manson",0
SOHJZDU12AB018D9DC,"Son In Law","Lethal Illusion","220 Volt",1997
SOUBQSG12A8C13E841,Opening,"BABYLON 5: The Lost Tales","Christopher Franke",2000
SOHRDCY12AB01845EF,"Crowded Town (Album)","El Porto","Joe Firstman",0
SOAROGZ12A58A7DEB0,"Rat Safari",Ratsafari,Mustasch,2003
SOWZTKS12A8C141377,"One Night Only",Dreamgirls,"Jennifer Holliday / Sheryl Lee Ralph / Loretta Devine / Deborah Burrell / The Company",0
SOYCMEQ12A8C13957A,"Say CC (Live At WMF Sommerlager 7"" Edit) - live - live","To My Song","Captain Comatose",2005
SOLNAVB12AB0180DDE,"All Loved Out","No House Big Enough","Ten City",1992
SOIRSYE12AB01881D7,Drugarice,"...da san ne prestane&",Luna,0
SOKNOZZ12A6D4FD7BE,"Desperado (Album Version)","Mantando Gueros",Brujeria,0
SOKMGRW12A6D4F8721,Intro,"Fire From The Tomb","War Of Ages",2005
SOFBVXQ12A8C13396E,"A Time To Love","Live At The Roosevelt Grill Vol. 2","Bobby Hackett",0
SOWIQHN12A6D4FA494,"Low Rock",Feedback,"Dirty Beatniks",2000
SOAEXEW12A6D4FCA58,"The winner takes it all","Rock n Roll Mutation Vol.I","Riff Raff",0
SOGXXSG12A81C2221E,"Hollow Gut","Eternity Road (Best Of)",Lowlife,2006
SOVUCOS12A8AE469B8,"L'échappée belle","Mindlag project","Mindlag project",0
SOYSJCG12A6D4FA1BA,"Go To Hell",Doom,"Clint Mansell",2005
SOEFPEP12AB01840AF,Wetsuit,"The Hyperventilating Culture",Chalk,0
SOVWFFP12A6D4F9E75,"Amor Luz","Danca Ma Mi (Dance With Me)","Maria de Barros",2008
SOJFEAQ12AB017F8D9,"Flamingo Road","In Style (With Bonus Tracks)","David Johansen",1979
SOCLIJP12A58A7B21F,"Take This Love (Jedeye Remix) [feat. Adele Collins]","Take This Love - EP","Unique 3",0
SOHBSDR12AC9074E84,"That's Where You'Re Wrong (Album Version)","Ain't It The Truth","Daryle Singletary",0
SOFRURE12AB0181B5D,"Hope Springs Eternal",Nadurra,Capercaillie,2000
SOXMJFG12A8C145231,Tactile,"Measuring The Abstract","Terminal Function",2008
SOLKHDX12A8AE47865,"Down on Bended Knees","Deep River","The Five Blind Boys Of Alabama",0
SOVXNPH12AB01853E1,"Dream Odyssey","100 A state Of Trance Tunes",Absolute,2007
SOKQPMW12AB0185AD6,"Broken Wings","Tides of Sorrow",Aftermath,0
SOGDEAW12AB0182D19,"Monday Night (vocal)",Soaps,Dooley-O,0
SOHXRYY12AAFF414ED,"Talking Stick (World)","Ancient Future","R. Carlos Nakai Quartet",0
SOPIDLM12AB018423B,"Lifetime Of Guilt","Real Songs On Real Instruments","The Refreshments",0
SOIEPTS12AB0183ECF,"Hater Preview","Platium State",Haters,0
SOGLCYM12A58A77EDE,"Song For Krishna","Mystic Rythms","Mystic Rhythms Band",0
SOFPBWK12AB0184E5F,Taifun,"Trust Us",Motorpsycho,1998
SORRQPP12A8C135574,Methisa,"Thisia Live","Angela Dimitriou",0
SOSPULF12AB0180994,"Black Skinned Blue Eyed Boys","Those Were The Days Vol 1",Equals,0
SOTGQLR12A8C13C7B4,"You're A Zombie","Maggots: The Record","The Plasmatics",2000
SOWTGWH12A8C139D94,Dimbran,"The Platinum Collection",Catatonia,1996
SOOYITA12A58A7E422,"It's Amazing","Between Midnight & Hindsight","Joy Lynn White",0
SOMQCNE12AAA15FB38,"We Going Home","Sweet Sweet Soca",Merchant,0
SORDEUS12A67020AC4,"C'mere","1st Born Second",Bilal,2001
SOHFPJV12A8C134BE4,"A Zillion Years (Live)","Making Things With Light","The Mr. T Experience",0
SORPZAO12A8C13CE3A,"Devil's Cadillac","Watermelon Slim & The Workers","Watermelon Slim &The Workers",2006
SOABWKC12AB01856F9,"Oro Se Do Bheatha Bhaile","The Clancy Brothers And Tommy Makem In Person at Carnegie Hall","The Clancy Brothers With Tommy Makem",0
SOGLKOR12AAF3B3657,"Pretty Picture","Pretty Picture","DJ Devious",0
SOXLDCD12A58A7C06B,"Flight Of The Wax Tadpole","Permanent Fatal Error","Jack Endino",2005
SOBFRFG12AB0188D4F,"Pagan Poetry",Patterns,Earthling,0
SOEOCHU12A6D4FAE53,"Lay Your Money Down (LP Version)","Lost Without Your Love",Bread,1977
SOQWLGX12A6BD4EAE3,"Víctor San Juan",Vivalaguerra,Standstill,2006
SOQQGPR12A8C13C507,"Will You Still Love Me?","Urban Knights V","Urban Knights",0
SOBATHZ12AB017D751,"L'Inspecteur Larsan Enquête","Le Mystère de la Chambre Jaune (Bande Originale du Film)","Philippe Sarde",0
SOBUMTY12A8C145E99,Sirens,"The Gabe Dixon Band","The Gabe Dixon Band",2008
SODWOMX12AB0188D9B,"Everybody Got To Go","Sadie Mae","Nick Moss & The Flip Tops",0
SOFVDZV12A6D4F8B72,"Bouquet De Nerfs","Des Visages Des Figures","Noir Désir",2001
SOSYRTE12A6D4F6B5F,"Ni Vencida_ Ni Espantada","Chayito Valdez","Chayito Valdez",0
SOMIXOJ12A8C13E7B0,Tonight,"Next Stop Armageddon","The God Awfuls",2004
SONRJVT12AC4686332,Electron,Innocence/Electron,Nero,0
SOMDHXV12AB0189309,"Open or Shut","Judged By Twelve_ Carried By Six","Blessure Grave",2010
SOBUJTI12A8C143C69,"Si Te Contara (Bolero Cha Cha Cha)","Dance Mania (Legacy Edition)","Tito Puente & His Orchestra",0
SONEEFF12A58A7CD1C,"No Volveremos Mas","Ciao Mortali","Tonino Carotone",0
SOFNROV12A8C134F56,Capitale,"African Salsa","Super Cayor De Dakar",1998
SOPHMLU12AB017E914,"By The Light","Camp Burlesque","JOHN DOE",0
SOFZNQC12A8AE472C6,"Boxing Gloves","Day Three of My New Life",Knapsack,1997
SOCQZRJ12A8C13AA85,"Überau du","Stoffwächsu",Kisha,0
SOKDUEP12AF72A1535,"This Is How My Heart Heard","Phantom Moon","DUNCAN SHEIK",2001
SOXTWUQ12AB0181B88,"Los Piratas","Los Reyes De La Cancion","Los Auténticos Decadentes",1997
SOXFQSO12AB0185D8D,"Time of Ye Life / Born for Nothing / Paranoid Arm of Narcoleptic Empire","The Resurrectionists / Night Raider","Crippled Black Phoenix",2009
SOEFPLN12AB018437C,"Dreams Worthy Gods","The Beautiful New World",Arise,2005
SOEBSCD12A58A7E9D4,"In Darkness Let Me Dwell","Songs From The Labyrinth","Sting / Edin Karamazov",0
SOGRLSA12AC960A032,"Dead Eyes Opened","Bulkhead Plus (Singles 1983-2004)","Severed Heads",1988
SOORXKO12AB017EEA7,"Special Thanks (Original Mix)","Electro Tales Vol. 2","Federico Franchi",0
SOXOXEG12AB0186B3D,"Blind Vision","Smash Hits 1983",Blancmange,1983
SOPRXRZ12A58A7E1C5,"Making The Nature Scene","Whitey Album","Ciccone Youth",1988
SOUJXRN12AC468A264,"Weihnachten für zwischendurch","Wir schenken uns nix","VIVA VOCE die a cappella Band",0
SOZPECA12A8C13423C,"Burnt Mouth Boogie","Alligator Lips And Dirty Rice","Jon Cleary",1994
SOBKRUQ12AB018976C,"Will You Be Loving Another Man","Bluegrass 1971","Mac Wiseman (With Special Guests Lester Flatt & Chubby Wise)",0
SOBSASO12A8C136A15,"Umad Ghumad Barsaten","Miss India","Asha Bhosle_ Manna Dey_ Lata Mangeshkar_ Mohd. Rafi",0
SOGIAYJ12A8C13A863,"Better Be Woman","Come Clean",Dwarves,2000
SOOKBVO12AB018874C,Summerfish,Summerfish,"Leonid Rudenko",2006
SOSOIAV12AB01879D0,"Encuentros cercanos del 3er. Sexo (en vivo)","En vivo y a todo calor","El Tri",0
SOLQDIY12A6D4FC614,Peaceful,"Local Gentry","Bobbie Gentry",1968
SOROSEI12A8C13ED10,"Adieu_ ma belle_ Tendre et fidéle...","Ca ira (French Version)","Roger Waters",0
SOLRZES12A8C1326A9,"Hey-Ho_ Red Banana (2005 Digital Remaster)","Softwood Music Under Slow Pillars","Sielun Veljet",1989
SOHOQER12A58A7785C,"Acronym Jim's Hymn","Leave My Name Out",LMNO,0
SOPULDE12AB01894DD,"Fly Boy","Chasing Monsters","John Wesley",2006
SOJQCRE12A58A7C390,"Oak Tree","Sleep Over","Sacred Hoop",0
SOTKQHB12AC4687B75,"Hornpipe:Chief O'Neill's","Willie Clancy The Gold Ring","Willie Clancy",0
SOLAKVC12AB0188CAD,"Mentirosa (Re-Recorded / Remastered)","Mentirosa (Re-Recorded / Remastered)","Mellow Man Ace",0
SONHBGD12A6D4F9080,"Solens strålar","Det stora kalaset","Olle Ljungström",1998
SONZEHK12A6D4F87F7,"Uma Mulher Da Vida","Rosa Carne","Clã",2004
SOELLPE12AB0181531,"Mademoiselle Juliette ""Deefire 2 Remix ","Mademoiselle Juliette ""Deefire 2 Remix ","Alizée",0
SOTTBLW12A8C140B62,"Will Be Mine feat. Alexander East","Will Be Mine","Manuel Tur",0
SOJBKEJ12A6D4F9935,"Ó Gente Da Minha Terra (Live)","Concerto Em Lisboa",Mariza,2006
SOPFZLN12AB0180B9E,"A CUT INSIDE MY SOUL (Ezionoga Remix)","For The Sick And Disturbed",Agonoize,2008
SOPBBHN12AF72A2182,"Leaving Bablyon","Mercury Retrograde","Jesse Malin",2008
SOFIMHU12B35058C29,"Radio Song","Run Fatboy Run Original Soundtrack","Dirty Pretty Things",2007
SOLTPMZ12A8C140703,"Somebody's Eyes","Just One Man For Me","Kim Weston",0
SOCPTDD12A8C13FB6D,Everytime,Everytime,"Oi Va Voi",2009
SOADRQZ12A8C137C90,"Step Off","Pleemix Volume One","A Plus",0
SOTEBMS12A58A78F72,"Mamma's House","MTA2-Baptized In Dirty Water","David Banner / Freakzanatcha",0
SOOHCNR12A8C13FC05,Trainwreck,Remission,Mastodon,2002
SOVGJDM12AC468DA3A,"Six Days On The Run","Ultimate NRG Megamix","Flip & Fill",0
SOIDQGX12AB017CC39,"California Grooves_ Yo!","Moonlight Reflections","Dancing Fantasy",0
SOXSEHE12AB01890AC,"Gjev Meg Handa Di Ven","Himmelske Perler","Mons Leidvin Takle",0
SOZQJBF12AAF3B3987,"Rychlo Never",Kongmanivong,"Power Pill Fist",2008
SOKPVVM12AB0182942,"You know who you are","How can you still stand to stand still",Malente,0
SOZCUOZ12A81C2216D,Oasis,Panorama,"Kotaro Oshio",2005
SOUPCAL12A8C1398AD,Exile,"Empire Of The Vampire","Paralysed Age",1992
SOMOCAZ12A6D4F9D39,"Truth Don Die","Shoki Remixed","Femi Kuti",1998
SOIDEUB12AC960DA2F,Dingledoodies,Dingledoodies,"Chocolate Overdose",1999
SOUDHIR12A8C13AD63,Kronos,Mum,Mum,0
SOHMEPL12A8C13A7DA,"That's My Biography (from Grab Me A Gondola)","Grab Me A Gondola","The Original London Cast",0
SOQLRST12A8C1331BB,"Spare Change",Recital,"Lee Michaels",1968
SOMXOOT12AB018A2E4,"MUMBO JUMBO","LIVE AT THE BLUES WAREHOUSE",Foghat,0
